Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","136","Cayman Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","67.311","X","Figure from international organizations",""
"OA","Annual population","136","Cayman Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","68.136","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 No","3759.17","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 No","3844.773","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 No","3930.648","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 No","4026.841","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 No","4115.138","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","4208.834","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","4294.352","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","4375.569","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","4467.233","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","4564.54","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","4660.067","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","4732.022","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","4773.306","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","4802.428","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","4798.734","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","4819.333","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","4904.177","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","4996.741","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","5094.78","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","5209.324","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","5343.02","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","5457.154","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 No","8259.137","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 No","8538.804","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 No","8838.369","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 No","9196.366","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 No","9613.503","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","10005.012","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","10365.614","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","10722.731","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","11098.664","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","11496.128","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","11894.727","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","12317.73","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","12754.906","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","13216.766","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","13697.126","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","14140.274","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","14592.585","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","15085.884","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","15604.21","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","16126.866","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","16644.701","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","17179.74","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 No","15351.799","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 No","15523.978","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 No","15693.79","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 No","15859.112","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 No","16017.966","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","16175.311","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","16334.575","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","16495.538","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","16661.462","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","16833.447","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","17004.162","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","17173.573","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","17341.771","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","17509.925","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","17687.108","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","17870.124","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","18083.879","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","18368.577","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","18701.45","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","19039.485","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","19300.315","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","19493.184","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 No","1293456.891","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 No","1302313.371","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 No","1310694.248","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 No","1318816.038","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 No","1326911.337","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","1335109.361","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","1343424","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","1351972.318","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","1360745.184","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","1369807.293","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","1378964.186","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","1387984.919","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","1397611.702","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","1407320.843","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","1416568.531","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","1425242.661","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","1433546.767","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","1442041.109","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","1448928.199","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","1453801.543","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","1456928.486","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","1457934.562","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 No","6731.195","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 No","6801.542","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 No","6848.847","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 No","6886.457","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 No","6915.998","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","6936.874","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","6960.595","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","7001.456","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","7050.677","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","7094.595","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","7132.438","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","7175.364","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","7234.06","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","7296.827","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","7352.183","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","7399.838","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","7435.927","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","7461.519","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","7481.555","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","7496.122","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","7500.958","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","7494.578","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 No","431.896","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 No","439.122","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 No","449.665","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 No","462.533","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 No","475.529","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","488.619","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","501.863","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","515.33","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","529.038","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","543.021","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","557.297","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","571.003","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","582.766","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","593.374","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","604.167","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","615.239","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","626.688","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","638.609","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","650.991","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","663.653","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","676.283","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","686.607","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 No","1264099.069","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 No","1272739.582","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 No","1280926.12","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 No","1288873.367","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 No","1296816.711","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","1304887.562","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","1313086.567","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","1321513.224","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","1330167.148","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","1339125.595","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","1348191.368","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","1357095.481","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","1366560.818","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","1376100.308","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","1385189.668","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","1393715.448","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","1401889.681","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","1410275.957","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","1417069.468","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","1421864.031","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","1424929.781","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","1425893.465","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 No","22194.731","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 No","22333.125","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 No","22469.616","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 No","22593.681","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 No","22703.099","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","22796.306","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","22874.975","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","22942.308","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","22998.321","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","23044.082","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","23083.083","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","23143.071","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","23234.058","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","23330.334","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","23422.513","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","23512.136","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","23594.471","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","23665.024","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","23726.185","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","23777.737","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","23821.464","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","23859.912","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 No","39215.135","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 No","39837.875","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 No","40454.05","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 No","41057.687","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 No","41648.268","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","42220.94","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","42772.91","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","43306.582","X","Figure from international organizations",""
